ACT	Morningroom
I	I
forbid	forbid
you	you
to	to
be	be
baptized	baptized
I	I
‘	null
will	will
not	not
hear	hear
of	of
such	such
excesses	excesses
Lord	Lord
Bracknell	Bracknell
would	would
be	be
highly	highly
displeased	displeased
if	if
he	he
learned	learned
that	that
that	that
‘was	was
the	the
way	way
in	in
which	which
you	you
wasted	wasted
your	your
time	time
and	and
money	money
CHASUBLE	Chasuble
Am	Am
I	I
to	to
understand	understand
then	then
that	that
there	there
are	are
to	to
be	be
no	no
christenings	christenings
at	at
all	all
this	this
afternoon	afternoon
JACK	Jack
I	I
don’t	dont
think	think
that	that
as	as
things	things
are	are
now	now
it	it
would	would
be	be
of	of
much	much
practical	practical
valu5t9	value
null	to
either	either
of	of
us	us
Dr	Dr
Chasuble	Chasuble
114	Chasuble
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
CHASUBLE	null
I	I
am	am
grieved	grieved
to	to
hear	hear
such	such
sentiments	sentiments
from	from
you	you
Mr	Mr
Worthing	Worthing
They	They
savorof	savour
null	of
the	the
heretical	heretical
Views	views
of	of
the	the
Anabaptists	Anabaptists
views	views
that	that
I	I
have	have
completely	completely
refuted	refuted
in	in
four	four
of	of
my	my
unpublished	unpublished
sermons	sermons
However	However
as	as
your	your
present	present
mood	mood
seems	seems
to	to
be	be
one	one
peculiarly	peculiarly
secular	secular
I	I
will	will
return	return
to	to
the	the
church	church
at	at
once	once
Indeed	Indeed
I	I
have	have
just	just
been	been
informed	informed
by	by
the	the
pew—opener	pewopener
that	that
for	for
the	the
last	last
hour	hour
and	and
a	a
half	half
Miss	Miss
Prism	Prism
has	has
been	been
waiting	waiting
for	for
me	me
in	in
the	the
vestry	vestry
LADY	Lady
BRACKNELL	Bracknell
Starting	Starting
Miss	Miss
Prism	Prism
Did	Did
I	I
hear	hear
you	you
mention	mention
a	a
Miss	Miss
Prism	Prism
r	Chasuble
CHASUBLE	Yes
YesLady	Lady
Bracknell‘	Bracknell
I	I
am	am
on	on
my	my
way	way
to	to
join	join
her	her
LADY	Lady
BRACKNELL	Bracknell
Pray	Pray
allow	allow
me	me
to	to
detain	detain
you	you
for	for
a	a
moment	moment
This	This
matter	matter
may	may
prove	prove
to	to
be	be
one	one
of	of
vital	vital
importance	importance
to	to
Lord	Lord
Bracknell	Bracknell
and	and
myself	myself
Is	Is
this	this
Miss	Miss
Prism	Prism
a	a
female	female
of	of
repellent	repellent
aspect	aspect
remotely	remotely
connected	connected
with	with
education	education
CHASUBLE	Chasuble
Somewhat	Somewhat
indignantly	indignantly
She	She
is	is
the	the
most	most
cultivated	cultivated
of	of
ladies	ladies
and	and
the	the
very	very
picture	picture
of	of
respect‘	respectability
ability	Lady
LADY	Bracknell
BRACKNELL	null
It	It
is	is
«obviously	obviously
the	the
sameperson	same
null	person
May	May
I	I
ask	ask
what	what
positionshe	position
null	she
holds	holds
in	in
your	your
household	household
THE	Chasuble
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
n	null
5	null
CIIASUBLE	null
Severely	Severely
I	I
am	am
a	a
celebate	celibate
madam	madam
JACK	Jack
lnterposingj	Interposing
Miss	Miss
Prism	Prism
Lady	Lady
Bracknell	Bracknell
has	has
been	been
for	for
the	the
last	last
three	three
years	years
Miss	Miss
Cardew’s	Cardews
esteemed	esteemed
governess	governess
and	and
valued	valued
companion	companion
LADY	Lady
BRAC	Bracknell
KNELL	null
In	In
spite	spite
of	of
what	what
I	I
hear	hear
of	of
her	her
I	I
must	must
see	see
her	her
at	at
once	once
Let	Let
her	her
be	be
sent	sent
for	for
CHASUBLE	Chasuble
Looking	Looking
0115	off
She	She
approaches	approaches
she	she
is	is
nigh	nigh
Enter	Enter
MISS	Miss
PRISM	Prism
hurriedly	hurriedly
MIss	Miss
PRISM	Prism
IL	I
was	was
told	told
you	you
expected	expected
me	me
in	in
the	the
vestry	vestry
dear	dear
Canon	Canon
I	I
have	have
been	been
waiting	waiting
fer	for
you	you
there	there
for	for
an	an
v	null
hour	hour
and	and
three—quarters	threequarters
Catches	Catches
sight	sight
of	of
LADY	Lady
BRACKNELL	Bracknell
who	who
has	has
‘	fixed
ﬁxed	null
her	her
with	with
a	a
stony	stony
glare	glare
MISS	Miss
PRISM	Prism
grows	grows
pale	pale
and	and
quails	quails
She	She
looks	looks
anxiously	anxiously
round	round
as	as
if	if
desirous	desirous
to	to
escape	escape
LADY	Lady
BRACKNELL	Bracknell
In	In
a	a
severe	severe
judicial	judicial
voice	voice
Prism	Prism
MISS	Miss
‘	Prism
PRISM	null
bows	bows
her	her
head	head
in	in
shame	shame
Come	Come
here	here
I	Prism
“Prism	Miss
MISS	Prism
PRISM	null
approaches	approaches
in	in
a	a
humble	humble
man‘ner	manner
Prism	Prism
Where	Where
is	is
that	that
baby	baby
General	General
consternation	consternation
The	The
Canon	Canon
starts	starts
back	back
in	in
horror	horror
ALGERNON	Algernon
and	and
JACK	Jack
pretend	pretend
to	to
be	be
anxious	anxious
to	to
shield	shield
‘	Cecily
I	null
CECILY	null
and	and
GWENDOLEN	Gwendolen
from	from
hearing	hearing
the	the
details	details
of	of
a	a
terrible	terrible
public	public
scandal	scandal
Twentyeight	Twentyeight
years	years
ago	ago
16	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EAazvgsr	null
Prism	Prism
you	you
left	left
Lord	Lord
Bracknell’s	Bracknells
house	house
Number	Number
104	104
Upper	Upper
Grosvenor	Grosvenor
Street	Street
in	in
charge	charge
of	of
a	a
perambulator	perambulator
that	that
contained	contained
a	a
baby	baby
of	of
the	the
male	male
sex	sex
You	You
never	never
returned	returned
A	A
few	few
weeks	weeks
later	later
through	through
the	the
elaborate	elaborate
investigations	investigations
of	of
the	the
Metropolitan	Metropolitan
police	police
the	the
perambulator	perambulator
was	was
discovered	discovered
at	at
mid—	midnight
night	null
standing	standing
by	by
itself	itself
in	in
a	a
remote	remote
corner	corner
of	of
Bayswater	Bayswater
It	It
contained	contained
the	the
manuscript	manuscript
of	of
a	a
three	threevolume
volume	null
novel	novel
of	of
more	more
than	than
usually	usually
revolting	revolting
sentimentality	sentimentality
MIss	Miss
PRISM	Prism
starts	starts
in	in
involuntary	involuntary
indignation	indignation
But	But
the	the
baby	baby
was	was
not	not
there	there
Every	Every
one	one
looks	looks
at	at
MISS	Miss
PRISM	Prism
Prism	Prism
where	Where
is	is
that	that
baby	baby
A	A
pause	pause
MISS	Miss
PRISM	Prism
Lady	Lady
Bracknell	Bracknell
I	I
admit	admit
with	with
shame	shame
that	that
I	I
do	do
not	not
know	know
I	I
only	only
wish	wish
I	I
dld	did
The	The
plain	plain
facts	facts
of	of
the	the
case	case
are	are
these	these
On	On
the	the
morning	morning
of	of
the	the
day	day
you	you
mention	mention
a	a
day	day
that	that
is	is
forever	for
null	ever
branded	branded
on	on
my	my
memory	memory
I	I
prepared	prepared
as	as
usual	usual
to	to
take	take
the	the
baby	baby
out	out
in	in
its	its
perambulator	perambulator
I	I
had	had
also	also
with	with
me	me
a	a
somewhat	somewhat
old	old
but	but
capacious	capacious
handbag	handbag
in	in
which	which
I	I
had	had
intended	intended
to	to
place	place
the	the
manuscript	manuscript
of	of
a	a
work	work
of	of
ﬁction	fiction
that	that
I	I
had	had
written	written
during	during
my	my
few	few
unoccupied	unoccupied
hours	hours
In	In
a	a
moment	moment
of	of
mental	mental
abstraction	abstraction
for	for
which	which
I	I
never	never
can	can
forgive	forgive
myself	myself
I	I
deposited	deposited
the	the
manu—	manuscript
script	null
in	in
the	the
bassinette	basinette
and	and
placed	placed
the	the
baby	baby
in	in
the	the
handbag	handbag
JACK	Jack
‘	null
Who	Who
has	has
been	been
listening	listening
attentively	attentively
But	But
where	where
did	did
you	you
deposit	deposit
the	the
hand—bag	handbag
MISS	Miss
PRISM	Prism
Do	Do
notask	not
null	ask
me	me
Mr	Mr
Worthing	Worthing
THE‘	Jack
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
n	null
7	null
JACK	null
Miss	Miss
Prism	Prism
this	this
is	is
a	a
matter	matter
of	of
no	no
small	small
importance	importance
to	to
me	me
I	I
insist	insist
on	on
knowing	knowing
where	where
you	you
deposited	deposited
the	the
hand—bag	handbag
that	that
Contained	contained
that	that
infant	infant
MISS	Miss
PRISM	Prism
I	I
left	left
it	it
in	in
the	the
cloak	cloakroom
room	null
of	of
one	one
of	of
the	the
larger	larger
railway	railway
stations	stations
in	in
London	London
JACK	Jack
What	What
railway	railway
station	station
MISS	Miss
PRISM	Prism
Quite	Quite
crushed	crushed
Victoria	Victoria
The	The
Brighton	Brighton
line	line
L	null
‘	null
Sinks	Sinks
into	into
a	a
chair	chair
JACK	Jack
I	I
must	must
retire	retire
to	to
my	my
room	room
for	for
a	a
moment	moment
Gwendolen	Gwendolen
wait	wait
here	here
for	for
me	me
GWENDOLEN	Gwendolen
V	null
‘	null
If	If
you	you
are	are
not	not
too	too
10mg	long
I	I
will	will
wait	wait
here	here
for	for
you	you
all	all
my	my
life	life
Exit	Exit
JACK	Jack
in	in
great	great
excitement	excitement
CHASUBLE	Chasuble
i‘	null
i	null
What	What
do	do
you	you
think	think
this	this
means	means
Lady	Lady
Bracknell‘	Bracknell
LADY	Lady
BRACKNELL	Bracknell
‘	null
I	I
dare	dare
not	not
even	even
suspect	suspect
Dr	Dr
Chasuble	Chasuble
I	I
need	need
‘hardlyf	hardly
tell	tell
you	you
that	that
in	in
families	families
of	of
high	high
position	position
strange	strange
coincidences	coincidences
are	are
not	not
supposed	supposed
to	to
occur	occur
They	They
are	are
hardly	hardly
considered	considered
the	the
thing	thing
Noises	Noises
heard	heard
overhead	overhead
as’	as
if	if
some	some
one	one
was	was
throwing	throwing
trunks	trunks
about	about
Every	Every
one	one
looks	looks
up	up
‘	Cecily
118	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
CECILY	null
Uncle	Uncle
Jack	Jack
seems	seems
strangely	strangely
agitated	agitated
CHASUBLE	Chasuble
Your	Your
guardian	guardian
has	has
a	a
very	very
emotional	emotional
nature	nature
LADY	Lady
BRACKNELL	Bracknell
This	This
noise	noise
is	is
extremely	extremely
unpleasant	unpleasant
It	It
sounds	sounds
as	as
if	if
he	he
was	was
having	having
an	an
argument	argument
I	I
dislike	dislike
arguments	arguments
of	of
any	any
kind	kind
They	They
are	are
always	always
vulgar	vulgar
and	and
often	often
convincing	convincing
CHASUBLE	Chasuble
Looking	Looking
up	up
It	It
has	has
stopped	stopped
now	now
The	The
noise	noise
is	is
redonbled	redoubled
LADY	Lady
BRACKNELL	Bracknell
I	I
wish	wish
he	he
would	would
arrive	arrive
at	at
some	some
conclusion	conclusion
GWENDOLEN	Gwendolen
This	This
suspense	suspense
is	is
terrible	terrible
I	I
hope	hope
it	it
will	will
last	last
Enter	Enter
JACK	Jack
with	with
a	a
hand—bag	handbag
of	of
black	black
leather	leather
in	in
his	his
hand	hand
JACK	Jack
Rushing	Rushing
over	over
to	to
MIss	Miss
PRISM	Prism
Is	Is
this	this
the	the
hand—	handbag
bag	null
Miss	Miss
Prism	Prism
Examine	Examine
it	it
carefully	carefully
before	before
you	you
speak	speak
The	The
happiness	happiness
of	of
more	more
than	than
one	one
life	life
depends	depends
on	on
your	your
answer	answer
MISS	Miss
PRISM	Prism
C	Calmly
dimly	null
It	It
seems	seems
to	to
be	be
mine	mine
Yes	Yes
here	here
is	is
the	the
injury	injury
it	it
received	received
through	through
the	the
upsetting	upsetting
of	of
a	a
Govver	Gower
Street	Street
omnibus	omnibus
in	in
younger	younger
and	and
happier	happier
days	days
Here	Here
is	is
the	the
stain	stain
on	on
the	the
lining	lining
caused	caused
bythe	by
null	the
explosion	explosion
of	of
THE	null
IMPORTANCE	null
OF	null
BEINGEARNEST	null
19	null
a	a
temperance	temperance
beverage	beverage
an	an
incident	incident
that	that
occurred	occurred
at	at
Leamington	Leamington
rAnd	And
here	here
on	on
the	the
lock	lock
are	are
my	my
initials	initials
I	I
had	had
forgotten	forgotten
that	that
in	in
anextravagant	an
null	extravagant
mood	mood
I	I
had	had
‘had	had
them	them
placed	placed
there‘	there
The	The
bag	bag
is	is
undoubtedly	undoubtedly
mine	mine
I	I
am	am
delightedto	delighted
null	to
have	have
it	it
so	so
unexpectedly	unexpectedly
restored	restored
to	to
me	me
It	It
has	has
been	been
a	a
great	great
inconvenience	inconvenience
being	being
without	without
it	it
all	all
these	these
years	years
‘	Jack
JACK	null
In	In
a	a
pathetic	pathetic
voice	voice
Miss	Miss
Prism	Prism
more	more
is	is
restored	restored
to	to
you	you
than	than
this	this
handbag	handbag
I	I
was	was
the	the
baby	baby
you	you
placed	placed
in	in
it	it
MISS	Miss
PRISM	Prism
Amazed	Amazed
You	You
i’	Jack
JACK	null
Embracing	Embracing
hen	her
I	null
Yes	Yes
mother	mother
I	Miss
MISS	Prism
PRISM	null
Recoiling	Recoiling
in	in
indignant	indignant
astonishment	astonishment
Mr	Mr
Worthing	Worthing
I	I
am	am
unmarried	unmarried
JACK	Jack
Unmarried	Unmarried
I	I
do	do
not	not
deny	deny
that	that
is	is
a	a
serious	serious
blow	blow
But	But
after	after
all	all
who	who
has	has
the	the
right	right
to	to
cast	cast
a	a
stone	stone
against	against
one	one
who	who
has	has
suffered	suffered
Cannot	Cannot
repentance	repentance
wipe	wipe
out	out
an	an
act	act
of	of
folly	folly
Why	Why
should	should
there	there
be	be
one	one
law	law
for	for
men	men
and	and
another	another
for	for
women	women
Mother	Mother
I	I
forgive	forgive
you	you
Tries	Tries
to	to
embrace	embrace
her	her
again	again
MISS	Miss
PRISM	Prism
Still	Still
more	more
indignant	indignant
Mr	Mr
Worthing	Worthing
there	there
is	is
some	some
error	error
Pointing	Pointing
to	to
LADY	Lady
BRACKNELL	Bracknell
There	There
is	is
the	the
lady	lady
who	who
can	can
tellyou	tell
null	you
who	who
you	you
really	really
are	are
no	Jack
THE	null
IMPORTANCE	null
OF	null
BEINGEARNEST	null
JACK	null
After	After
a	a
pause	pause
Lady	Lady
Bracknell	Bracknell
I	I
hate	hate
to	to
seem	seem
inquisitive	inquisitive
but	but
would	would
you	you
kindly	kindly
inform	inform
me	me
whoI	who
null	I
am	am
LADY	Lady
BRACKNELL	Bracknell
I	I
am	am
afraid	afraid
that	that
the	the
news	news
I	I
have	have
to	to
give	give
you	you
will	will
not	not
altogether	altogether
please	please
you	you
You	You
are	are
the	the
son	son
of	of
my	my
poor	poor
sister	sister
Mrs	Mrs
Moncrieff	Moncrieff
and	and
consequently	consequently
rm»	Algernons
3	elder
JACK	brother
Algy’s	Jack
null	Algys
elder	elder
brother	brother
Then	Then
I	I
have	have
a	a
brother	brother
after	after
all	all
I	I
knew	knew
I	I
had	had
a	a
brother	brother
I	I
always	always
said	said
I	I
had	had
a	a
brother	brother
Cecily——how	Cecilyhow
could	could
you	you
have	have
ever	ever
doubted	doubted
that	that
I	I
had	had
a	a
brother	brother
Seizes	Seizes
hold	hold
of	of
ALGERNON	Algernon
Dr	Dr
Chasuble	Chasuble
my	my
unfortunate	unfortunate
brother	brother
Miss	Miss
Prism	Prism
my	my
unfortunate	unfortunate
brother	brother
Gwendolen	Gwendolen
my	my
unfortunate	unfortunate
brother	brother
Algy	Algy
you	you
young	young
scoundrel	scoundrel
you	you
will	will
have	have
to	to
treat	treat
me	me
with	with
more	more
respect	respect
in	in
the	the
future	future
You	You
have	have
never	never
behaved	behaved
to	to
me	me
like	like
a	a
brother	brother
in	in
all	all
your	your
life	life
ALGERNON	Algernon
Well	Well
not	not
till	till
today	today
old	old
boy	boy
I	I
admit	admit
I	I
did	did
my	my
best	best
however	however
though	though
I	I
was	was
out	out
of	of
practice	practice
Shakes	Shakes
hands	hands
LGWENDOLEN	Gwendolen
To	To
JACK	Jack
My	My
own	own
But	But
what	what
oWn	own
are	are
you	you
What	What
is	is
your	your
Christian	Christian
name	name
now	now
that	that
you	you
have	have
become	become
some	some
one	one
else	else
—	Jack
JACK	Good
I	heavens
t	null
GoodheaVens	null
I	I
had	had
quite	quite
forgOttoq	forgotten
ktPoemsz	null
01v	null
BEING	null
EARNEST	null
m	null
that	that
pOint‘’	point
Your	Your
decision	decision
on	on
the	the
subject	subject
of	of
my	my
name	name
is	is
irrevocable	irrevocable
I	I
suppose	suppose
GWENDOLEN	Gwendolen
I	I
never	never
change	change
except	except
in	in
my	my
aﬁections	affections
CECILY	Cecily
What	What
a	a
noble	noble
nature	nature
you	you
have	have
Gwendolenl	Gwendolen
JACK	Jack
Then	Then
the	the
question	question
had	had
better	better
be	be
cleared	cleared
up	up
at	at
once	once
Aunt	Aunt
Augusta	Augusta
a	a
moment	moment
At	At
the	the
time	time
when	when
Miss	Miss
Prism	Prism
left	left
me	me
in	in
the	the
handbag	handbag
had	had
I	I
been	been
christened	christened
already	already
LADY	Lady
BRACKNELL	Bracknell
Every	Every
luxury	luxury
that	that
money	money
could	could
buy	buy
including	including
christening	christening
had	had
been	been
lavished	lavished
on	on
you	you
by	by
your	your
fond	fond
and	and
doting	doting
parents	parents
JACK	Jack
Then	Then
I	I
was	was
christened	christened
That	That
is	is
settled	settled
Now	Now
What	what
name	name
was	was
I	I
given	given
Let	Let
me	me
know	know
the	the
worst	worst
LADY	Lady
BRACKNELL	Bracknell
Being	Being
the	the
eldest	eldest
son	son
you	you
were	were
naturally	naturally
Ichristened	christened
after	after
your	your
father	father
JACK	Jack
Irritably	Irritably
Yes	Yes
but	but
what	what
was	was
my	my
father’s	fathers
Christian	Christian
name	name
LADY	Lady
BRACKNELL	Bracknell
Meditaﬁwly	Meditatively
Ieannot	I
null	cannot
at	at
the	the
present	present
moment	moment
I	null
recall	recall
what	what
the	the
General’s	Generals
Christianname	Christian
null	name
was	was
But	But
I	I
have	have
no	no
doubt	doubt
he	he
had	had
one	one
He	He
was	was
eccentric	eccentric
I	I
22	null
THE	null
IMPORTANCE	null
OF	null
BEING	null
EARNEST	null
admit	admit
But	But
only	only
in	in
later	later
years	years
And	And
that	that
was	was
the	the
result	result
of	of
the	the
Indian	Indian
climate	climate
and	and
marriage	marriage
and	and
in—	indigestion
r	null
digestion	null
and	and
other	other
things	things
of	of
that	that
kind	kind
JACK	Jack
Algy	Algy
Can’t	Cant
you	you
recollect	recollect
what	what
our	our
fathers	fathers
Christian	Christian
name	name
was	was
ALGERNON	Algernon
My	My
dear	dear
boy	boy
we	we
were	were
never	never
even	even
on	on
speaking	speaking
terms	terms
He	He
died	died
before	before
I	I
was	was
a	a
year	year
old	old
JACK	Jack
His	His
name	name
would	would
appear	appear
in	in
the	the
Army	Army
Lists	Lists
of	of
the	the
period	period
I	I
suppose	suppose
Aunt	Aunt
Augusta	Augusta
LADY	Lady
BRAC	Bracknell
KNELL	null
The	The
General	General
was	was
essentially	essentially
a	a
man	man
of	of
peace	peace
except	except
in	in
his	his
domestic	domestic
life	life
But	But
I	I
have	have
no	no
doubt	doubt
his	his
name	name
would	would
appear	appear
in	in
any	any
military	military
directory	directory
JACK	Jack
The	The
Army	Army
Lists	Lists
of	of
the	the
last	last
forty	forty
years	years
are	are
here	here
These	These
delightful	delightful
records	records
should	should
have	have
been	been
my	my
constant	constant
study	study
Rushes	Rushes
to	to
bookcase	bookcase
and	and
tears	tears
the	the
books	books
out	out
M	M
Generals	Generals
Mallam	Mallam
Maxbohm	Maxbohm
Magley	Magley
what	what
ghastly	ghastly
