HARVARD	Sir
adding	adding
“	null
Poor	Poor
Fanny	Fanny
ahe	she
would	would
not	not
have	have
lingoﬂen	forgotten
him	him
to	so
noon”	soon
“	No
o	replied
lied	null
Anne	Anne
in	in
a	a
low	low
feeling	feeling
vniee	voice
“	That
that	null
I	I
an	can
euly	easily
ieve”	believe
“	null
It	It
waa	was
not	not
in	in
her	her
nature	nature
She	She
dnated	doted
on	on
him”	him
“It	It
would	would
not	not
be	be
the	the
nature	nature
of	of
any	any
woman	woman
who	who
“1	truly
km»	loved
6a	Captain
Hnrville	Harville
uniled	smiled
at	as
much	much
an	as
to	to
nay“Do	say
null	Do
you	you
cm	claim
that	that
for	for
your	your
next”	sex
and	and
the	she
anawered	answered
the	the
quaint	question
uniling	smiling
also	also
“	Yes
Yea	null
We	We
certainly	certainly
do	do
not	not
forget	forget
’ouaoeoon	you
na	as
you	soon
for	as
et	you
m	forget
null	us
It	It
iaperhaplourfate	is
null	perhaps
null	our
null	fate
rather	rather
than	than
our	our
merit	merit
e	We
cannot	cannot
hel	help
ounelvel	ourselves
We	We
live	live
at	at
home	home
niet	quiet
conﬁned	confined
and	and
our	our
eelinga	feelings
prey	prey
upon	upon
m	us
You	You
are	are
null	forced
on	on
exertion	exertion
You	You
have	have
alwnya	always
a	a
region	profession
punuita	pursuits
buaineaa	business
of	of
tome	some
aon	sort
or	or
other	other
to	to
“he	take
you	you
back	back
into	into
the	the
world	world
immediately	immediately
and	and
continual	continual
occupltlnn	occupation
and	and
change	change
noon	soon
weaken	weaken
impretaiona”	impressions
“Granting	Granting
your	your
utertion	assertion
that	that
the	the
world	world
doea	does
All	all
mi	this
no	so
noon	soon
for	for
men	men
which	which
however	however
I	I
do	do
not	not
think	think
1	I
dull	shall
grant	grant
it	it
doea	does
not	not
apply	apply
to	to
Benwiclt	Benwick
He	He
I”	has
not	not
been	been
forced	forced
upon	upon
any	any
exertion	exertion
The	The
peace	peace
aimed	turned
him	him
on	on
ahore	shore
at	at
the	the
very	very
moment	moment
and	and
he	he
hm	has
hm	been
living	living
with	with
u	us
in	in
our	our
little	little
family	family
circle	circle
ever	ever
niece”	since
we	True
said	said
Anne	Anne
“	null
very	very
true	true
I	I
did	did
not	not
remnant	recollect
but	but
what	what
dull	shall
we	we
any	say
now	now
Captain	Captain
Harvillcl	Harville
f	If
m	the
change	change
be	be
not	not
from	from
outward	outward
cueumuancee	circumstances
it	it
null	must
be	be
from	from
within	within
it	it
mu	must
he	be
nature	nature
man’i	mans
nature	nature
‘hich	which
ha	has
done	done
the	the
busine	business
for	for
Captain	Captain
Benwickﬁ’	Benwick
mutate	No
4	no
“Nono	it
it	is
it	not
null	mans
null	nature
null	I
null	will
not	not
Inlne	allow
untrue	it
I	to
willnotlllow	be
ittobemoremnlmmrethanwmn’otobeincontaint	more
Ind	mans
null	nature
null	than
null	womans
null	to
null	be
null	inconstant
null	and
forget	forget
those	those
theydo	they
null	do
love	love
or	or
have	have
loved	loved
I	I
believe	believe
the	the
revere	reverse
I	I
believe	believe
in	in
I	a
true	true
analogy	analogy
between	between
our	our
bodily	bodily
frames	frames
and	and
our	our
mental	mental
end	and
thur	that
u	as
our	our
bodies	bodies
are	are
the	the
antigen	strongest
In	so
are	are
our	our
feeling”	feelings
capable	capable
of	of
bearing	bearing
Innt	most
rough	rough
naggaod	usage
null	and
riding	riding
out	out
the	the
heaviest	heaviest
weather	weather
Your	Your
feeling	feelings
my	may
be	be
the	the
strongest”	strongest
replied	replied
Anne	Anne
but	but
the	the
ante	same
Ipirit	spirit
of	of
Inalogy	analogy
will	will
authorice	authorise
me	me
to	to
unert	assert
thnt	that
mm	ours
are	are
the	the
man	most
tender	tender
Men	Man
in	is
more	more
mbun	robust
thnn	than
woman	woman
but	but
he	he
in	is
not	not
longer	longer
lived	lived
which	which
exactly	exactly
eﬁalaina	explains
my	my
View	view
of	of
the	the
nature	nature
of	of
their	their
machrnentn	attachments
ayitwouldbemohnrduponyoniitwere	Nay
otherwiie	it
null	would
null	be
null	too
null	hard
null	upon
null	you
null	if
null	it
null	were
null	otherwise
You	You
have	have
dillicultiel	difficulties
and	and
rintione	privations
and	and
dangen	dangers
enough	enough
to	to
Juggle	struggle
with	with
Yvon	You
Ire	are
always	always
hbouring	labouring
and	and
coiling	toiling
exposed	exposed
to	to
every	every
rick	risk
and	and
harduhip	hardship
Your	Your
home	home
country	country
friends	friends
all	all
qni	quitted
Neither	Neither
time	time
nor	nor
health	health
nor	nor
life	life
to	to
be	be
called	called
your	your
own	own
It	It
would	would
he	be
too	null
hard	hard
indeed	indeed
with	with
I	a
falterin	faltering
voice	voice
“if	if
wormn’l	womans
feeling	feelings
were	were
to	to
be	be
added	added
to	to
ll	all
thin‘	this
r	null
“	null
We	We
shall	shall
never	never
agree	agree
upon	upon
thin	this
queuion	question
Captain	Captain
Harville	Harville
wnl	was
beginning	beginning
to	to
lay	say
when	when
a	a
ﬂight	slight
nail	noise
called	called
their	their
attention	attention
to	to
Clpmn	Captain
Wentwonhl	Wentworths
hitherto	hitherto
perfectly	perfectly
quiet	quiet
diviion	division
of	of
the	the
room	room
It	It
wu	was
nothing	nothing
more	more
than	than
that	that
his	his
pen	pen
had	had
fallen	fallen
down	down
but	but
Anne	Anne
waltartled	was
It	startled
ﬁndin	at
null	finding
him	him
nearer	nearer
than	than
the	she
had	had
mppoeed	supposed
1nd	and
hnlf	half
inclin	inclined
to	to
eurpect	suspect
that	that
the	the
pen	pen
had	had
only	only
fallen	fallen
beam	because
he	he
had	had
been	been
occupied	occupied
by	by
them	them
Itriving	striving
to	to
catch	catch
toundt	sounds
which	which
yet	yet
the	she
did	did
not	not
think	think
he	he
could	could
havelcinught	have
E	caught
M	Have
I	you
n	finished
C	your
“	letter
ave	said
on	Captain
ni	Harville
ur	Not
ener	quite
amid	null
a	a
n	few
Hzrville	lines
y	more
yo	I
Pm	shall
“Not	have
quite	done
a	in
few	five
line	minutes
more	There
I	is
shall	no
have	hurry
done	on
in	my
live	side
minutes”	I
»	am
24	only
‘rnsursxon	ready
“There	whenever
in	you
no	are
hurryon	I
myide	am
Iamonlyready	in
wheneveryoung	very
I	good
arrin	anchorage
verygoodanchongehere’	here
smiling	smiling
at	at
Anne	Anne
“	null
well	well
supplied	supplied
and	and
wander	want
nothin	for
null	nothing
No	No
hurry	hurry
for	for
I	a
Iignal	signal
at	at
Ill	all
Well	Well
Mill	Miss
Ellior’	Elliot
lowering	lowering
hie	his
voice	voice
“an	as
I	I
was	was
In	saying
ing	we
vie	shall
dull	null
never	never
agree	agree
I	I
Hippoe	suppose
upon	upon
thin	this
point	point
1o	No
man	man
Indvlormn	and
null	woman
would	would
probably	probably
But	But
let	let
me	me
obeerve	observe
than	that
Ill	all
historic	histories
are	are
against	against
yon—Ill	youall
noriee	stories
prose	prose
and	and
verae	verse
If	If
I	I
hid	had
ouch	such
a	a
memory	memory
In	as
Benwick	Benwick
I	I
could	could
bring	bring
you	you
6	fifty
uomione	quotations
in	in
a	a
moment	moment
on	on
my	my
ride	side
the	the
argumenr	argument
and	and
null	I
do	do
not	not
think	think
I	I
ever	ever
opened	opened
a	a
book	book
in	in
my	my
life	life
which	which
had	had
not	not
Iomething	something
to	to
ray	say
upon	upon
woman’l	womans
mommy	inconstancy
Song	Songs
Ind	and
proverhe	proverbs
ell	all
talk	talk
of	of
womn’u	womans
ﬁckleneu	fickleness
Bur	But
perhapl	perhaps
you	you
will	will
nay	say
theoe	these
were	were
all	all
wrinen	written
by	by
men’	men
“	Perhaps
Per	I
I	shall
shall	Yes
Yet	yes
if	if
on	you
null	please
no	no
more	reference
example	to
null	examples
in	in
hockey”	books
Men’hneplhmvery	Men
Idvnnnge	have
null	had
null	every
null	advantage
of	of
us	us
in	in
telling	telling
their	their
own	own
nory	story
Education	Education
In	has
been	been
thin	theirs
in	in
lo	so
much	much
higher	higher
a	a
degree	degree
thepen	the
hubeenintheirhandl	pen
Iwillnotallowboolnro	has
ve	been
anything	in
Pm“	their
But	hands
how	I
shall	will
we	not
me	allow
null	books
null	to
null	prove
anything	anything
i	But
”	how
‘I	shall
null	we
null	prove
null	anything
We	We
never	never
rhall	shall
e	We
never	never
can	can
expect	expect
to	to
prove	prove
nnylhing	any
null	thing
upon	upon
such	such
a	a
point	point
It	It
in	is
I	a
diﬂ’erence	difference
of	of
opinion	opinion
which	which
doe	does
not	not
admit	admit
of	of
proof	proof
We	We
each	each
begin	begin
probably	probably
with	with
a	a
little	little
bial	bias
cowardl	towards
our	our
own	own
our	sex
and	and
u	upon
n	null
that	that
bin	bias
build	build
every	every
drcummnce	circumstance
in	in
Event	favour
of	of
it	it
which	which
ha	has
occurred	occurred
within	within
our	our
own	own
circle	circle
many	many
of	of
which	which
circummancel	circumstances
perian	perhaps
those	those
very	very
can	cases
which	which
mike	strike
u	us
the	the
man	most
may	may
be	be
precieely	precisely
ouch	such
an	as
cannot	cannot
be	be
brought	brought
forward	forward
Without	without
betraying	betraying
a	a
conﬁdence	confidence
or	or
in	in
“mg	some
re	respect
t	saying
sayin	what
whit	should
Ihou	null
d	null
not	not
be	be
laid	said
“	null
Ah	Ah
cried	cried
uptain	Captain
Harvillc	Harville
in	in
a	a
tone	tone
of	of
nrong	strong
sling	feeling
“	null
if	if
1	I
could	could
but	but
make	make
you	you
comprehend	comprehend
what	what
a	a
nun	man
suffer	suffers
when	when
he	he
baker	takes
a	a
In	last
look	look
at	at
his	his
wife	wife
and	and
childrenﬁnd	children
watcher	and
null	watches
the	the
boat	boat
that	that
he	he
he	has
nenr	sent
them	them
03	off
masonsle	in
243	as
inu	null
long	long
as	as
it	it
in	is
in	in
sightand	sight
null	and
then	then
him	turns
awayand	away
nays	and
‘God	says
known	God
null	knows
whether	whether
we	we
ever	ever
meet	meet
again	again
’	null
And	And
then	then
if	if
I	I
could	could
convey	convey
to	to
you	you
the	the
glow	glow
ofhinoul	of
null	his
null	soul
when	when
he	he
does	does
ate	see
them	them
again	again
when	when
coming	coming
back	back
afIzra	after
twelvemonth’l	a
null	twelvemonths
absence	absence
perhaps	perhaps
and	and
obliged	obliged
to	to
ut	put
into	into
another	another
porthe	port
calculate	he
null	calculates
how	how
soon	soon
it	it
be	be
h	possible
eto	to
get	get
them	them
there	there
pretending	pretending
to	to
deceive	deceive
himael	himself
and	and
aayin	saying
‘	null
They	They
cannot	cannot
be	be
here	here
till	till
such	such
a	a
day’	day
but	but
all	all
thewhi	the
e	while
hoping	hoping
for	for
them	them
twelve	twelve
hours	hours
sooner	sooner
and	and
seeing	seeing
them	them
arrive	arrive
at	at
last	last
as	as
if	if
Heaven	Heaven
had	had
given	given
them	them
wings	wings
b	by
many	many
hoora	hours
nooner	sooner
Itilll	still
If	If
I	I
could	could
explain	explain
to	to
you	you
a	all
I	this
thin	null
and	and
all	all
that	that
a	a
man	man
can	can
bear	bear
and	and
do	do
and	and
glories	glories
to	to
do	do
for	for
the	the
take	sake
of	of
then	these
treasures	treasures
of	of
his	his
existence	existence
I	I
speak	speak
you	you
know	know
only	only
of	of
such	such
men	men
u	as
have	have
hearul	hearts
”	pressing
preaving	his
hi	null
own	own
with	with
motion	emotion
“	null
Oh	Oh
I	null
cried	cried
Anne	Anne
eagerly	eagerly
“	null
I	I
hope	hope
I	I
do	do
juatice	justice
to	to
all	all
that	that
is	is
felt	felt
by	by
you	you
and	and
by	by
thooe	those
who	who
relcmble	resemble
you	you
God	God
forbid	forbid
that	that
I	I
Ihould	should
undervalue	undervalue
the	the
warm	warm
and	and
faithful	faithful
ﬁelingt	feelings
of	of
any	any
of	of
my	my
fellowcreatures	fellowcreatures
I	I
should	should
deserve	deserve
uner	utter
contempt	contempt
if	if
I	I
darede	dared
null	to
null	suppose
that	that
true	true
attachment	attachment
and	and
nomncy	constancy
were	were
known	known
only	only
by	by
woman	woman
No	No
I	I
believe	believe
you	you
capable	capable
of	of
everything	everything
great	great
and	and
good	good
in	in
your	your
married	married
liven	lives
I	I
believe	believe
you	you
equal	equal
to	to
every	every
important	important
exertion	exertion
and	and
to	to
every	every
domestic	domestic
forbeamce	forbearance
no	so
long	long
ar—if	asif
I	I
may	may
he	be
allowed	allowed
the	the
expression	expressionso
on	null
long	long
at	as
you	you
have	have
an	an
object	object
I	I
mean	meanwhile
while	null
the	the
woman	woman
you	you
love	love
lives	lives
and	and
lives	lives
for	for
you	you
All	All
the	the
privilege	privilege
I	I
claim	claim
for	for
my	my
own	own
text	sex
it	it
is	is
not	not
a	a
very	very
enviable	enviable
one	one
you	you
need	need
not	not
covet	covet
It	it
is	is
that	that
of	of
loving	loving
longest	longest
when	when
existence	existence
or	or
when	when
is	hope
gone	is
”	gone
She	She
could	could
not	not
immediately	immediately
have	have
uttered	uttered
another	another
sentence	sentence
her	her
heart	heart
was	was
too	too
full	full
her	her
breath	breath
to	too
much	much
oppressed	oppressed
“	null
You	You
are	are
a	a
good	good
soul”	soul
cried	cried
Captain	Captain
Harville	Harville
utting	putting
llll	his
hand	hand
on	on
her	her
arm	arm
quite	quite
aKecﬁmtdy	affectionately
“1‘	There
re	is
in	null
no	no
uarrelling	quarrelling
with	with
you	you
And	And
when	when
I	I
think	think
of	of
Benwi	Benwick
my	my
tongue	tongue
is	is
tied”	tied
44	Their
msmsrort	attention
Theireuentioo	was
waned	called
towardttheothen	towards
Mnﬁml‘t	the
was	others
outing	Mrs
lave	Croft
I	was
“	taking
ere	leave
null	Here
Frederick	Frederick
M	you
and	and
I	I
comm	part
believe”	company
laid	I
the	believe
“	said
null	she
I	I
am	am
going	going
hog	home
and	and
youyhnve	you
null	have
an	an
engagement	engagement
with	with
your	your
ﬁiend	friend
Tonight	Tonight
we	we
may	may
have	have
the	the
ensure	pleasure
of	of
all	all
meeting	meeting
again	again
at	at
your	your
rty£urniu	party
to	turning
one	to
“	Anne
We	We
had	had
your	your
linert	sisters
cardlyeﬁe	card
ﬁnd	yesterday
null	and
I	I
nnderrtood	understood
Frederick	Frederick
had	had
1	a
card	card
too	too
though	though
I	I
did	did
not	not
one	see
it	it
3	null
and	and
you	you
are	are
diaengaged	disengaged
Frederick	Frederick
are	are
you	you
not	not
al	as
well	well
aeounelvel	as
P	ourselves
Captain	Captain
Wentworth	Wentworth
wu	was
folding	folding
up	up
n	a
lever	letter
in	in
t	great
hate	haste
and	and
either	either
could	could
not	not
or	or
would	would
not	not
lower	answer
ﬁrﬁyE	fully
“	Yes
Yet”	said
aid	null
he	he
“	null
very	very
true	true
here	here
we	we
lepante	separate
but	but
Hanille	Harville
and	and
I	I
thnll	shall
noon	soon
he	be
nﬁer	after
you	you
the	that
ll	is
Harville	Harville
if	if
you	you
are	are
ready	ready
I	I
am	am
in	in
half	half
I	a
minute	minute
I	I
know	know
you	you
will	will
not	not
be	be
carry	sorry
to	to
be	be
of	off
I	I
shall	shall
be	be
at	at
your	your
eer	service
vice	null
in	in
half	half
a	a
minute”	minute
Mn	Mrs
Croft	Croft
left	left
them	them
and	and
Certain	Captain
Wentworth	Wentworth
having	having
mled	sealed
hie	his
letter	letter
with	with
great	great
nprdit	rapidity
wu	was
indeed	indeed
ready	ready
and	and
had	had
even	even
a	a
hurried	hurried
agitated	agitated
arr	air
which	which
uhewed	shewed
impatience	impatience
to	to
be	be
gone	gone
Anne	Anne
knew	knew
not	not
how	how
to	to
understand	understand
it	it
She	She
had	had
the	the
kindest	kindest
“	null
Good	Good
morning	morning
God	God
hleu	bless
you	you
I	null
”	null
from	from
Captain	Captain
Harville	Harville
but	but
from	from
him	him
not	not
a	a
word	word
noru	nor
null	a
look	look
He	He
had	had
panned	passed
out	out
of	of
the	the
room	room
without	without
I	a
look	look
1	null
She	She
had	had
only	only
time	time
howeverto	however
null	to
move	move
cloeer	closer
to	to
the	the
table	table
where	where
he	he
had	had
been	been
writing	writing
when	when
null	footsteps
were	were
heard	heard
returning	returning
the	the
door	door
opened	opened
it	it
wu	was
himee	himself
f	null
He	He
W	begged
their	their
pardon	pardon
but	but
he	he
had	had
forgotten	forgotten
lul	his
loves	gloves
Ind	and
inmntly	instantly
creating	crossing
the	the
room	room
tothe	to
writing	the
tahfe	writing
and	table
moding	null
with	null
hit	null
back	null
wwardl	null
Mn	null
Mangrove	null
he	he
drew	drew
out	out
a	a
letter	letter
from	from
under	under
the	the
scattered	scattered
paper	paper
placed	placed
it	it
before	before
Anne	Anne
with	with
eye	eyes
of	of
glowing	glowing
entrenty	entreaty
ﬁxed	fixed
on	on
her	her
for	for
I	a
time	time
and	and
hmin	hastily
collecting	collecting
hie	his
gloves	gloves
we	was
again	again
out	out
of	of
the	the
room	room
almoet	almost
before	before
Mn	Mrs
Mangrove	Musgrove
we	was
aware	aware
of	of
hi	his
being	being
in	in
it	it
the	the
work	work
ohm	of
instant	an
PERSUASION	instant
245	null
The	The
revolution	revolution
which	which
one	one
instant	instant
had	had
made	made
in	in
Anne	Anne
was	was
almost	almost
beyond	beyond
exyression	expression
The	The
letter	letter
with	with
sdirece	a
tion	direction
hardly	hardly
legible	legible
to	to
“	null
Miss	Miss
A	A
E——	E
was	was
evidently	evidently
the	the
one	one
which	which
he	he
had	had
been	been
folding	folding
so	so
hastily	hastily
While	While
soppoaed	supposed
to	to
be	be
writing	writing
only	only
to	to
Capmin	Captain
Benwick	Benwick
he	he
had	had
been	been
also	also
addressing	addressing
her	her
I	null
On	On
the	the
contenta	contents
of	of
that	that
letter	letter
depended	depended
all	all
which	which
this	this
world	world
could	could
do	do
for	for
her	her
Anything	Anything
was	was
possible	possible
anything	anything
