BOUT	About
sparing	sparing
her	her
an	and
that	that
the	she
waa	was
endeavouring	endeavouring
to	to
put	put
her	her
aunt’n	aunts
evening	evening
work	work
in	in
ninth	such
a	a
state	state
an	as
to	to
prevent	prevent
her	her
being	being
mined	missed
“Ohl	Oh
depend	depend
upon	upon
it	it
your	your
aunt	aunt
can	can
do	do
very	very
well	well
without	without
you	you
or	or
you	you
would	would
not	not
be	be
allowed	allowed
to	to
go	go
I	I
Ihall	shall
be	be
here	here
to	so
you	you
may	may
hequite	be
eaty	quite
null	easy
about	about
nunt	your
null	aunt
And	And
I	I
hope	hope
you	you
will	will
have	have
a	a
veryagrradzg	very
null	agreeable
null	day
and	and
ﬁnd	find
it	it
all	all
mighty	mighty
Mgbgful	delightful
But	But
I	I
mutt	must
ohlerve	observe
that	that
live	five
in	is
the	the
very	very
awkwardett	awkwardest
of	of
all	all
possible	possible
numberl	numbers
to	to
unusrmn	sit
PARK	down
27	to
Iitdowntoteble	table
nndlcennot	and
null	I
null	cannot
but	but
be	be
null	surprised
that	that
ouch	such
In	an
lqml	elegant
Indy	lady
u	as
Mn	Mrs
Grant	Grant
should	should
not	not
contrive	contrive
better	better
Andround	And
null	round
their	their
enormou	enormous
mt	great
wide	wide
able	table
mwhinhﬁlllupthe	too
roomoo	which
ly	fills
Hnd	up
the	the
Doctor	room
been	so
contented	dreadfully
to	Had
lake	the
Iny	doctor
dining	been
table	contented
null	to
null	take
null	my
null	diningtable
when	when
I	I
cune	came
ewe	away
u	as
nnybody	anybody
in	in
their	their
mwouldhnve	senses
null	would
null	have
done	done
innnel	instead
null	of
having	having
that	that
third	absurd
new	new
one	one
of	of
hi	his
own	own
which	which
in	is
wider	wider
literally	literally
wider	wider
than	than
the	the
dinner	dinnertable
table	null
here	here
how	how
inﬁnitely	infinitely
better	better
it	it
would	would
have	have
beenl	been
and	and
how	how
much	much
more	more
he	he
would	would
have	have
been	been
reepectedl	respected
for	for
people	people
ere	are
never	never
null	respected
when	when
they	they
step	step
out	out
of	of
their	their
roper	proper
Iphere	sphere
emernber	Remember
but	that
Fanny	Fanny
Five—only	Fiveonly
ve	five
to	to
be	be
ﬁtting	sitting
round	round
thlt	that
table	table
However	However
you	you
will	will
have	have
dinner	dinner
enough	enough
on	on
it	it
for	for
ten	ten
I	I
dare	dare
say	say
Mn	Mrs
Norrie	Norris
fetched	fetched
breath	breath
and	and
went	went
on	on
again	again
“The	The
nonﬂue	nonsense
and	and
folly	folly
of	of
people’v	peoples
ﬂing	stepping
out	out
of	of
theirnnkanduyingtonppeernbovethe	their
veemnkee	rank
null	and
null	trying
null	to
null	appear
null	above
null	themselves
null	makes
me	me
think	think
it	it
right	right
to	to
give	give
you	you
a	a
hint	hint
Fanny	Fanny
now	now
that	that
you	you
are	are
going	going
into	into
company	company
without	without
any	any
of	of
III	us
and	and
I	I
do	do
beoeech	beseech
and	and
entrent	entreat
u	you
not	not
to	to
be	be
gutting	putting
yourself	yourself
forward	forward
and	and
talking	talking
an	and
giving	giving
your	your
opinion	opinion
as	as
if	if
null	you
were	were
one	one
of	of
your	your
coninn	cousinsas
u	if
If	null
you	you
were	were
dear	dear
fort	Mrs
Rulhworth	Rushworth
or	or
Julia	Julia
Tbat	That
will	will
never	never
do	do
believe	believe
me	me
Remember	Remember
wherever	wherever
you	you
are	are
you	you
mull	must
he	be
the	the
lowest	lowest
and	and
In	last
end	and
though	though
Mitt	Miss
Crawford	Crawford
in	is
in	in
a	a
manner	manner
it	at
home	home
It	at
the	the
Pnnonnge	Parsonage
you	you
are	are
not	not
to	to
be	be
taking	taking
place	place
of	of
her	her
Andes	And
null	as
to	to
coming	coming
Iwuy	away
at	at
night	night
you	you
ore	are
to	to
my	stay
u	just
null	as
long	long
In	as
Edmund	Edmund
chm	chuses
Leave	Leave
him	him
to	to
netrle	settle
roar”	that
“	Yes
Yet	maam
m’am	null
I	I
uhould	should
not	not
think	think
of	of
nnything	anything
clue	else
“And	And
if	if
it	it
Ihould	should
min	rain
which	which
I	I
think	think
exceedingly	exceedingly
likely	likely
for	for
I	I
never	never
aw	saw
it	it
more	more
thmtenin	threatening
for	for
n	a
we	wet
evenrng	evening
in	in
my	my
life	life
you	you
mun	must
manage	manage
u	as
null	well
as	as
you	you
can	can
mdnotbenpectingthecarringembelentforyou	and
null	not
null	be
null	expecting
null	the
null	carriage
null	to
null	be
null	sent
null	for
null	you
I	I
certainly	certainly
do	do
not	not
go	go
home	home
toniglrt	tonight
Ind	and
therefore	therefore
the	the
earring	carriage
will	will
not	not
be	be
out	out
on	on
my	my
account	account
no	so
you	you
mun	must
I	make
18	null
XAXSFIILD	null
PARK	null
nuke	null
up	up
your	your
mind	mind
to	to
what	what
may	may
hapyen	happen
and	and
take	take
your	your
th	things
accordingly	accordingly
er	Her
niece	niece
thought	thought
it	it
perfectly	perfectly
renewable	reasonable
She	She
rated	rated
berown	her
clairnatocmnfort	own
u	claims
lowewn	to
u	comfort
Mn	as
Norrie	low
null	even
null	as
null	Mrs
null	Norris
could	could
and	and
when	when
Sir	Sir
Thomu	Thomas
noon	soon
aﬁerwarde	afterwards
jult	just
opening	opening
the	the
door	door
said	said
“	null
Fanny	Fanny
at	at
what	what
time	time
would	would
you	you
here	have
the	the
carriage	carriage
come	come
round	round
Ihe	she
felt	felt
I	a
degree	degree
of	of
anoniehrnent	astonishment
which	which
made	made
it	it
impoeeihle	impossible
for	for
her	her
to	to
weakMy	speak
null	My
dear	dear
Sir	Sir
Thomal	Thomas
cried	cried
Mn	Mrs
Norrie	Norris
red	red
with	with
Inger	anger
Fanny	Fanny
can	can
walk	walk
“Walk”	Walk
repeamd	repeated
Sir	Sir
Thoma	Thomas
in	in
a	a
tone	tone
of	of
molt	most
‘	unanswerable
unmetable	dignity
di	null
nity	null
and	and
coming	coming
farther	farther
into	into
the	the
room	room
“My	My
niecewal	niece
null	walk
to	to
a	a
dinner	dinner
engagement	engagement
at	at
this	this
time	time
of	of
the	the
year	year
Will	Will
twenty	twenty
minute	minutes
after	after
our	four
unit	suit
m	you
N	null
y	null
Yes	Yes
Iir	sir
wu	was
Fannyl	Fannys
humble	humble
anewer	answer
ven	given
with	with
the	the
feeling	feelings
nlmoet	almost
of	of
I	a
criminal	criminal
toward	towards
u	Mrs
Norrie	Norris
and	and
not	not
hearing	bearing
to	to
remain	remain
with	with
her	her
in	in
what	what
might	might
Ieem	seem
a	a
state	state
of	of
triumph	triumph
the	she
followed	followed
her	her
uncle	uncle
out	out
of	of
the	the
room	room
having	having
mid	staid
behind	behind
him	him
only	only
long	long
enough	enough
to	to
hear	hear
thee	these
word	words
Ipoken	spoken
in	in
angry	angry
agitation	agitation
—	null
“	null
Quite	Quite
unneceelaryl	unnecessary
a	a
great	great
deal	deal
too	too
kind	kind
But	But
Edmund	Edmund
goea	goes
true	true
It	it
in	is
u	upon
n	Edmunds
Edmund’e	null
account	account
I	I
obeerved	observed
he	he
wa	was
honne	hoarse
on	on
hundny	Thursday
night”	night
But	But
thil	this
could	could
not	not
impose	impose
on	on
Farm	Fanny
She	She
felt	felt
that	that
the	the
carriage	carriage
wu	was
for	for
herself	herself
and	and
hers	herself
f	null
alone	alone
i	null
and	and
her	her
unclel	uncles
conlideration	consideration
of	of
her	her
coming	coming
immediately	immediately
after	after
ouch	such
repreeentationl	representations
from	from
her	her
aunt	aunt
coat	cost
her	her
lone	some
teen	tears
of	of
gratitude	gratitude
when	when
the	she
wan	was
alone	alone
The	The
coachman	coachman
drove	drove
round	round
to	to
a	a
minute	minute
another	another
minute	minute
brought	brought
down	down
the	the
gentleman	gentleman
g	null
and	and
u	as
the	the
My	lady
had	had
with	with
a	a
moat	most
scrupulous	scrupulous
fear	fear
of	of
being	being
late	late
been	been
many	many
miuuhee	minutes
nested	seated
in	in
the	the
drawingroom	drawingroom
Sir	Sir
Thornu	Thomas
law	saw
them	them
of	off
in	in
at	as
good	good
time	time
an	as
hie	his
own	own
correctly	correctly
g	null
punctual	punctual
habit	habits
required	required
MANSFIELD	Now
PARK	I
329	must
“Now	look
1	at
mm	you
look	Fanny
et	said
you	Edmund
FInn	with
”	the
aid	kind
Edmund	smile
with	of
the	an
kind	affectionate
nnile	brother
of	and
an	tell
Iﬂectionate	you
r	how
“	I
null	like
null	you
and	and
tall	as
yonhowIlikeyonanduwelluIcnn	well
‘	as
eby	I
thin	can
null	judge
null	by
null	this
light	light
you	you
look	look
very	very
nicely	nicely
indeed	indeed
null	What
have	have
’m	you
m	got
n	on
“	The
newdrethatmynnelewnogoodnto	new
ﬁemeonmycwlin’lmninge	dress
Ihopeitit	that
null	my
null	uncle
null	was
null	so
null	good
null	as
null	to
null	give
null	me
null	on
null	my
null	cousins
null	marriage
null	I
null	hope
null	it
null	is
not	not
too	too
shut	fine
null	but
I	I
thought	thought
Iought	I
toweIritII	ought
loan	to
at	wear
null	it
null	as
null	soon
null	as
I	I
could	could
Ind	and
um	that
I	I
might	might
not	not
have	have
each	such
another	another
opporﬁunit’ynllthewinter	opportunity
Ihopeyondonot	all
thinkmetoo	the
ne	winter
“	I
null	hope
null	you
null	do
null	not
null	think
null	me
null	too
null	fine
A	A
womIn	woman
cm	can
never	never
be	be
too	too
line	fine
while	while
the	she
it	is
III	all
in	in
while	white
No5	No
lee	I
null	see
no	no
ﬁnyery	finery
about	about
you	you
nothing	nothing
but	but
thtiI	what
perfee	is
r	perfectly
onr	proper
wn	Your
seem	gown
ve	seems
I	very
like	pretty
there	I
gym	like
Hugonot	these
Min	glossy
Criywlonrllzyn	spots
gown	Has
Iornething	not
the	Miss
Inni’e	Crawford
d	a
In	gown
I	something
hing	the
the	same
wage	In
panned	approaching
one	the
the	Parsonage
Ital	they
eyard	passed
Ind	close
coachhone	by
M	the
by	stableyard
“	and
Heydayl	coachhouse
laid	Heyday
null	said
Edmund	Edmund
“here’l	heres
company	company
here’s	heres
carriagel	a
null	carriage
who	who
have	have
they	they
got	got
to	to
meet	meet
uni	us
And	And
letting	letting
down	down
the	the
aideglu	sideglass
to	to
dietinguilh	distinguish
“	Tis
Pi	Crawfords
Crawford’s	Crawfords
Crawford’l	barouche
bamuche	null
I	I
prom	protest
There	There
Ire	are
hie	his
own	own
two	two
men	men
pinhing	pushing
it	it
heck	back
into	into
its	its
old	old
quarter	quarters
He	He
iI	is
here	here
of	of
course	course
This	This
in	is
quite	quite
I	a
In	surprise
rile	Fanny
any	null
I	I
IhIll	shall
be	be
very	very
gIId	glad
to	to
lee	see
hint	him
Ihere	There
vine	was
no	no
occaeion	occasion
there	there
war	was
no	no
time	time
for	for
Fanny	Fanny
to	to
my	say
how	how
very	very
diflerentl	differently
Ihe	she
felt	felt
but	but
the	the
ideI	idea
of	of
having	having
each	such
another	another
to	to
ozuerve	observe
her	her
VIII	was
I	a
great	great
increue	increase
of	of
the	the
trepidation	trepidation
with	with
which	which
Ihe	she
performed	performed
the	the
my	very
Iweﬁil	awful
ceremony	ceremony
of	of
walking	walking
into	into
the	the
duringroom	drawingroom
In	In
the	the
dmvin	drawingroom
roorn	null
Mr	Mr
anford	Crawford
certainly	certainly
we	was
having	having
been	been
jolt	just
mug	long
enough	enough
Irrived	arrived
to	to
be	be
Indy	ready
for	for
dinner	dinner
and	and
the	the
smiles	smiles
and	and
planned	pleased
loolu	looks
of	of
the	the
three	three
other	others
tending	standing
round	round
him	him
Ilwwed	shewed
how	how
welcome	welcome
vm	was
hiI	his
Iudden	sudden
reeolntion	resolution
of	of
coming	coming
to	to
them	them
for	for
I	a
few	few
days	days
330	on
NANSHILD	leaving
PARK	Bath
on	A
luving	very
Bath	cordial
A	meeting
cordial	passed
meetin	null
between	between
him	him
and	and
Edmum	Edmund
and	and
with	with
the	the
null	exception
of	of
Fanny	Fanny
the	the
pleaaure	pleasure
wan	was
general	general
and	and
even	even
to	to
bar	her
there	there
might	might
be	be
tome	some
advantage	advantage
in	in
hit	his
reaence	presence
ainoe	since
ev	every
addition	addition
to	to
the	the
party	party
mun	must
rather	rather
rward	forward
her	her
favourite	favourite
indul	indulgence
nee	null
of	of
being	being
Inflered	suffered
to	to
tit	sit
tilent	silent
and	and
unattended	unattended
to	to
he	She
wan	was
noon	soon
aware	aware
of	of
thir	this
herself	herself
for	for
though	though
the	she
muat	must
tubmit	submit
In	as
her	her
own	own
propriety	propriety
of	of
mind	mind
directed	directed
in	in
apite	spite
of	of
her	her
aunt	aunt
Norrir’t	Norriss
opinion	opinion
to	to
being	being
the	the
principa	principal
lady	lady
in	in
company	company
and	and
to	to
all	all
the	the
little	little
dinincﬁonl	distinctions
oonaequent	consequent
thereon	thereon
ahe	she
found	found
while	while
they	they
were	were
at	at
table	table
ruch	such
a	a
happy	happy
ﬂow	flow
of	of
converration	conversation
prevailing	prevailing
in	in
which	which
the	she
war	was
not	not
aired	required
to	to
take	take
any	any
part—there	partthere
woe	was
to	so
much	much
to	to
be	be
tai	said
betwoen	between
the	the
brother	brother
and	and
litter	sister
about	about
Bath	Bath
0	so
much	much
between	between
the	the
two	two
young	young
men	men
about	about
hunting	hunting
0	so
much	much
of	of
politics	politics
between	between
Mr	Mr
Crawford	Crawford
and	and
Dr	Dr
Grant	Grant
and	and
of	of
everything	everything
and	and
all	all
together	together
between	between
Mr	Mr
Crawford	Crawford
and	and
Mn	Mrs
Grant	Grant
II	as
to	to
leave	leave
her	her
the	the
faireet	fairest
troupect	prospect
of	of
havin	having
onl	only
to	to
litten	listen
in	in
uict	quiet
and	and
of	of
ng	passing
it	a
very	very
agreeable	agreeable
any	day
y	She
She	could
could	not
got	compliment
complimende	the
newlyarrived	newly
null	arrived
gentleman	gentleman
however	however
with	with
any	any
appearance	appearance
of	of
interest	interest
in	in
a	a
aeherne	scheme
for	for
extending	extending
his	his
stay	stay
at	at
Manoﬁeld	Mansfield
and	and
sending	sending
for	for
ltll	his
huntert	hunters
from	from
Norfolk	Norfolk
which	which
auggeated	suggested
by	by
Dr	Dr
Grant	Grant
adviaed	advised
by	by
Edmund	Edmund
and	and
warmly	warmly
urged	urged
by	by
the	the
two	two
viltere	sisters
war	was
won	soon
in	in
poueuion	possession
of	of
hit	his
mind	mind
and	and
which	which
he	he
reemed	seemed
to	to
want	want
to	to
be	be
encouraged	encouraged
even	even
by	by
her	her
to	to
resolve	resolve
on	on
Her	Her
opinion	opinion
ma	was
non	sought
ht	as
an	null
to	to
the	the
probable	probable
continuance	continuance
of	of
the	the
a	open
weather	weather
t	but
her	her
aruwera	answers
were	were
at	as
abort	short
and	and
iudi	indifferent
rent	as
civility	civility
allowed	allowed
She	She
could	could
not	not
with	wish
him	him
to	to
stay	stay
and	and
would	would
much	much
rather	rather
not	not
have	have
him	him
apeak	speak
to	to
her	her
Her	Her
two	two
absent	absent
courina	cousins
eepecially	especially
Maria	Maria
were	were
much	much
in	in
her	her
thoughu	thoughts
on	on
aeeing	seeing
him	him
but	but
no	no
embarrassing	embarrassing
remembrance	remembrance
affected	affected
bi	his
rpirita	spirits
Here	Here
he	he
war	was
again	again
on	on
the	the
lame	same
ground	ground
where	where
all	all
had	had
parted	passed
before	before
and	and
apparently	apparently
an	as
willing	willing
to	to
stay	stay
and	and
be	be
happy	happy
without	without
the	the
HANDHELD	Miss
rm	Bertrams
23	as
1	null
Min	null
BernInn	null
if	if
he	he
had	had
never	never
known	known
Manﬁeld	Mansfield
in	in
an	any
other	other
date	state
She	She
heardthent	heard
epolten	them
null	spoken
of	of
by	by
him	him
y	only
in	in
I	a
general	general
way	way
all	till
they	they
were	were
all	all
reassembled	reassembled
in	in
the	the
drawingroom	drawingroom
when	when
Edmund	Edmund
being	being
engaged	engaged
apart	apart
in	in
some	some
nutter	matter
of	of
husineu	business
with	with
Dr	Dr
Grant	Grant
which	which
seemed	seemed
entirely	entirely
to	to
engmu	engross
them	them
and	and
Mr	Mrs
Grant	Grant
occupied	occupied
at	at
the	the
teatable	teatable
he	he
began	began
talking	talking
of	of
them	them
with	with
more	more
particularity	particularity
to	to
hit	his
other	other
deter	sister
With	With
u	a
Iigniﬁcant	significant
mile	smile
which	which
made	made
Funny	Fanny
quite	quite
hate	hate
him	him
he	he
said	said
“	null
So	So
Rurhworth	Rushworth
and	and
his	his
fair	fair
bride	bride
are	are
at	at
Brighton	Brighton
I	I
understand	understand
happy	happy
mu	man
”	Yes
“	null
Yet	null
they	they
have	have
been	been
there	there
about	about
I	a
fortnight	fortnight
Mite	Miss
Price	Price
have	have
null	they
not	not
And	And
Julia	Julia
in	is
with	with
them”	them
“	null
And	And
Mr	Mr
thee	Yates
I	I
prevurne	presume
il	is
not	not
far	far
off”	off
“Mr	Mr
Ynteul	Yates
Oh	Oh
vie	we
hear	hear
nothing	nothing
of	of
Mr	Mr
Yates	Yates
I	I
do	do
not	not
imagine	imagine
he	he
ﬁgure	figures
much	much
in	in
the	the
letter	letters
to	to
Mnmfield	Mansfield
Park	Park
do	do
you	you
Min	Miss
Price	Price
I	I
think	think
my	my
friend	friend
Julie	Julia
known	knows
better	better
than	than
to	to
entertain	entertain
her	her
father	father
with	with
Mr	Mr
Yltee	Yates
‘	null
“	null
Poor	Poor
Rnohwnrth	Rushworth
and	and
his	his
twoandfony	twoandforty
speeches	speeches
l	null
continued	continued
Crawford	Crawford
Nobody	Nobody
can	can
ever	ever
forget	forget
them	them
Poor	Poor
fellow	fellow
I	I
see	see
him	him
now—hil	nowhis
toil	toil
nnd	and
hie	his
despair	despair
Well	Well
I	I
am	am
much	much
mistaken	mistaken
if	if
his	his
lovely	lovely
Maria	Maria
will	will
ever	ever
wunt	want
him	him
to	to
make	make
twoand—forty	twoandforty
speeches	speeches
to	to
her”	her
eddin	adding
with	with
a	a
momentary	momentary
eerimuneu	seriousness
“She	She
it	is
too	too
good	good
or	for
him—much	himmuch
too	too
good”	good
And	And
then	then
changing	changing
his	his
tone	tone
again	again
to	to
one	one
of	of
gentle	gentle
gallant	gallantry
and	and
addreeeing	addressing
Finn	Fanny
he	he
aid	said
“You	You
were	were
Mr	Mr
uahworth’l	Rushworths
hen	best
frle	friend
Your	Your
kindneu	kindness
Ind	and
patience	patience
can	can
never	never
be	be
forgotten	forgotten
your	your
indefatigable	indefatigable
tience	patience
in	in
trying	trying
to	to
make	make
it	it
poetible	possible
for	for
him	him
to	to
learn	learn
llll	his
part—in	partin
trying	trying
to	to
give	give
him	him
I	a
brain	brain
which	which
mture	nature
had	had
denied—to	deniedto
mix	mix
up	up
an	an
underItnnding	understanding
for	for
him	him
out	out
